,Set Score,Game Score,Serving?,Point Score,% Win,Number of Instances,Points Elapsed,Y
1662,0-1,0-5,Serving,15-40,0.0,174,4,-2
1663,1-0,5-0,Returning,40-15,1.0,174,4,2
1664,0-1,0-5,Serving,30-0,0.00460829493088,217,2,2
1665,1-0,5-0,Returning,0-30,0.995391705069,217,2,-2
1666,0-1,0-5,Serving,30-15,0.0,286,3,1
1667,1-0,5-0,Returning,15-30,1.0,286,3,-1
1668,0-1,0-5,Serving,30-30,0.0,288,4,0
1669,1-0,5-0,Returning,30-30,1.0,288,4,0
1670,0-1,0-5,Serving,30-40,0.0,235,5,-1
1671,1-0,5-0,Returning,40-30,1.0,235,5,1
1672,0-1,0-5,Serving,40-0,0.00746268656716,134,3,3
1673,1-0,5-0,Returning,0-40,0.992537313433,134,3,-3
1674,0-1,0-5,Serving,40-15,0.0,201,4,2
1675,1-0,5-0,Returning,15-40,1.0,201,4,-2
1676,0-1,0-5,Serving,40-30,0.0,236,5,1
1677,1-0,5-0,Returning,30-40,1.0,236,5,-1
1678,0-1,0-5,Serving,40-40,0.0,469,6,0
1679,1-0,5-0,Returning,40-40,1.0,469,6,0
1680,0-1,0-5,Serving,40-AD,0.0,236,7,-1
1681,1-0,5-0,Returning,AD-40,1.0,236,7,1
1682,0-1,0-5,Serving,AD-40,0.0,226,7,1
1683,1-0,5-0,Returning,40-AD,1.0,226,7,-1
1684,0-1,0-5,Serving,Start of Game,0.00122549019608,816,0,0
1685,1-0,5-0,Returning,Start of Game,0.998774509804,816,0,0
1686,0-1,1-0,Serving,0-15,0.278642149929,707,1,-1
1687,1-0,0-1,Returning,15-0,0.721357850071,707,1,1
1688,0-1,1-0,Serving,0-30,0.220689655172,290,2,-2
1689,1-0,0-1,Returning,30-0,0.779310344828,290,2,2
1690,0-1,1-0,Serving,0-40,0.151515151515,132,3,-3
1691,1-0,0-1,Returning,40-0,0.848484848485,132,3,3
1692,0-1,1-0,Serving,15-0,0.355300859599,1047,1,1
1693,1-0,0-1,Returning,0-15,0.644699140401,1047,1,-1
1694,0-1,1-0,Serving,15-15,0.312796208531,844,2,0
1695,1-0,0-1,Returning,15-15,0.687203791469,844,2,0
1696,0-1,1-0,Serving,15-30,0.271825396825,504,3,-1
1697,1-0,0-1,Returning,30-15,0.728174603175,504,3,1
1698,0-1,1-0,Serving,15-40,0.22027972028,286,4,-2
1699,1-0,0-1,Returning,40-15,0.77972027972,286,4,2
1700,0-1,1-0,Serving,30-0,0.388709677419,620,2,2
1701,1-0,0-1,Returning,0-30,0.611290322581,620,2,-2
1702,0-1,1-0,Serving,30-15,0.345353675451,721,3,1
1703,1-0,0-1,Returning,15-30,0.654646324549,721,3,-1
1704,0-1,1-0,Serving,30-30,0.303292894281,577,4,0
1705,1-0,0-1,Returning,30-30,0.696707105719,577,4,0
1706,0-1,1-0,Serving,30-40,0.263819095477,398,5,-1
1707,1-0,0-1,Returning,40-30,0.736180904523,398,5,1
1708,0-1,1-0,Serving,40-0,0.410579345088,397,3,3
1709,1-0,0-1,Returning,0-40,0.589420654912,397,3,-3
1710,0-1,1-0,Serving,40-15,0.374781085814,571,4,2
1711,1-0,0-1,Returning,15-40,0.625218914186,571,4,-2
1712,0-1,1-0,Serving,40-30,0.344262295082,549,5,1
1713,1-0,0-1,Returning,30-40,0.655737704918,549,5,-1
1714,0-1,1-0,Serving,40-40,0.29802955665,812,6,0
1715,1-0,0-1,Returning,40-40,0.70197044335,812,6,0
1716,0-1,1-0,Serving,40-AD,0.255384615385,325,7,-1
1717,1-0,0-1,Returning,AD-40,0.744615384615,325,7,1
1718,0-1,1-0,Serving,AD-40,0.326488706366,487,7,1
1719,1-0,0-1,Returning,40-AD,0.673511293634,487,7,-1
1720,0-1,1-0,Serving,Start of Game,0.324401368301,1754,0,0
1721,1-0,0-1,Returning,Start of Game,0.675598631699,1754,0,0
1722,0-1,1-1,Serving,0-15,0.153549217242,4663,1,-1
1723,1-0,1-1,Returning,15-0,0.846450782758,4663,1,1
1724,0-1,1-1,Serving,0-30,0.119796954315,1970,2,-2
1725,1-0,1-1,Returning,30-0,0.880203045685,1970,2,2
1726,0-1,1-1,Serving,0-40,0.0892857142857,840,3,-3
1727,1-0,1-1,Returning,40-0,0.910714285714,840,3,3
1728,0-1,1-1,Serving,15-0,0.207820108851,6982,1,1
1729,1-0,1-1,Returning,0-15,0.792179891149,6982,1,-1
1730,0-1,1-1,Serving,15-15,0.18075588826,5477,2,0
1731,1-0,1-1,Returning,15-15,0.81924411174,5477,2,0
1732,0-1,1-1,Serving,15-30,0.13893038542,3347,3,-1
1733,1-0,1-1,Returning,30-15,0.86106961458,3347,3,1
1734,0-1,1-1,Serving,15-40,0.0970149253731,1876,4,-2
1735,1-0,1-1,Returning,40-15,0.902985074627,1876,4,2
1736,0-1,1-1,Serving,30-0,0.224154359219,4198,2,2
1737,1-0,1-1,Returning,0-30,0.775845640781,4198,2,-2
1738,0-1,1-1,Serving,30-15,0.200989486704,4851,3,1
1739,1-0,1-1,Returning,15-30,0.799010513296,4851,3,-1
1740,0-1,1-1,Serving,30-30,0.170612454967,3886,4,0
1741,1-0,1-1,Returning,30-30,0.829387545033,3886,4,0
1742,0-1,1-1,Serving,30-40,0.126745040411,2722,5,-1
1743,1-0,1-1,Returning,40-30,0.873254959589,2722,5,1
1744,0-1,1-1,Serving,40-0,0.250095895666,2607,3,3
1745,1-0,1-1,Returning,0-40,0.749904104334,2607,3,-3
1746,0-1,1-1,Serving,40-15,0.225315803042,3879,4,2
1747,1-0,1-1,Returning,15-40,0.774684196958,3879,4,-2
1748,0-1,1-1,Serving,40-30,0.205155746509,3724,5,1
1749,1-0,1-1,Returning,30-40,0.794844253491,3724,5,-1
1750,0-1,1-1,Serving,40-40,0.167098221992,5793,6,0
1751,1-0,1-1,Returning,40-40,0.832901778008,5793,6,0
1752,0-1,1-1,Serving,40-AD,0.130204081633,2450,7,-1
1753,1-0,1-1,Returning,AD-40,0.869795918367,2450,7,1
1754,0-1,1-1,Serving,AD-40,0.1942532176,3341,7,1
1755,1-0,1-1,Returning,40-AD,0.8057467824,3341,7,-1
1756,0-1,1-1,Serving,Start of Game,0.186088449979,11645,0,0
1757,1-0,1-1,Returning,Start of Game,0.813911550021,11645,0,0
1758,0-1,1-2,Serving,0-15,0.108240534521,2245,1,-1
1759,1-0,2-1,Returning,15-0,0.891759465479,2245,1,1
1760,0-1,1-2,Serving,0-30,0.0905349794239,972,2,-2
1761,1-0,2-1,Returning,30-0,0.909465020576,972,2,2
1762,0-1,1-2,Serving,0-40,0.0692840646651,433,3,-3
1763,1-0,2-1,Returning,40-0,0.930715935335,433,3,3
1764,0-1,1-2,Serving,15-0,0.170358306189,3070,1,1
1765,1-0,2-1,Returning,0-15,0.829641693811,3070,1,-1
1766,0-1,1-2,Serving,15-15,0.135546875,2560,2,0
1767,1-0,2-1,Returning,15-15,0.864453125,2560,2,0
1768,0-1,1-2,Serving,15-30,0.104708798017,1614,3,-1
1769,1-0,2-1,Returning,30-15,0.895291201983,1614,3,1
1770,0-1,1-2,Serving,15-40,0.0739934711643,919,4,-2
1771,1-0,2-1,Returning,40-15,0.926006528836,919,4,2
1772,0-1,1-2,Serving,30-0,0.185642176108,1783,2,2
1773,1-0,2-1,Returning,0-30,0.814357823892,1783,2,-2
1774,0-1,1-2,Serving,30-15,0.157534246575,2190,3,1
1775,1-0,2-1,Returning,15-30,0.842465753425,2190,3,-1
1776,0-1,1-2,Serving,30-30,0.138486312399,1863,4,0
1777,1-0,2-1,Returning,30-30,0.861513687601,1863,4,0
1778,0-1,1-2,Serving,30-40,0.0885093167702,1288,5,-1
1779,1-0,2-1,Returning,40-30,0.91149068323,1288,5,1
1780,0-1,1-2,Serving,40-0,0.205936920223,1078,3,3
1781,1-0,2-1,Returning,0-40,0.794063079777,1078,3,-3
1782,0-1,1-2,Serving,40-15,0.176821983274,1674,4,2
1783,1-0,2-1,Returning,15-40,0.823178016726,1674,4,-2
1784,0-1,1-2,Serving,40-30,0.162668227033,1709,5,1
1785,1-0,2-1,Returning,30-40,0.837331772967,1709,5,-1
1786,0-1,1-2,Serving,40-40,0.119030124908,2722,6,0
1787,1-0,2-1,Returning,40-40,0.880969875092,2722,6,0
1788,0-1,1-2,Serving,40-AD,0.0839222614841,1132,7,-1
1789,1-0,2-1,Returning,AD-40,0.916077738516,1132,7,1
1790,0-1,1-2,Serving,AD-40,0.144115796098,1589,7,1
1791,1-0,2-1,Returning,40-AD,0.855884203902,1589,7,-1
1792,0-1,1-2,Serving,Start of Game,0.144120413923,5315,0,0
1793,1-0,2-1,Returning,Start of Game,0.855879586077,5315,0,0
1794,0-1,1-3,Serving,0-15,0.0297716150082,2452,1,-1
1795,1-0,3-1,Returning,15-0,0.970228384992,2452,1,1
1796,0-1,1-3,Serving,0-30,0.0190045248869,1105,2,-2
1797,1-0,3-1,Returning,30-0,0.980995475113,1105,2,2
1798,0-1,1-3,Serving,0-40,0.0117647058824,510,3,-3
1799,1-0,3-1,Returning,40-0,0.988235294118,510,3,3
1800,0-1,1-3,Serving,15-0,0.0610736097718,3111,1,1
1801,1-0,3-1,Returning,0-15,0.938926390228,3111,1,-1
1802,0-1,1-3,Serving,15-15,0.0424597364568,2732,2,0
1803,1-0,3-1,Returning,15-15,0.957540263543,2732,2,0
1804,0-1,1-3,Serving,15-30,0.0303203661327,1748,3,-1
1805,1-0,3-1,Returning,30-15,0.969679633867,1748,3,1
1806,0-1,1-3,Serving,15-40,0.0160528800755,1059,4,-2
1807,1-0,3-1,Returning,40-15,0.983947119924,1059,4,2
1808,0-1,1-3,Serving,30-0,0.0730011587486,1726,2,2
1809,1-0,3-1,Returning,0-30,0.926998841251,1726,2,-2
1810,0-1,1-3,Serving,30-15,0.0534688466637,2263,3,1
1811,1-0,3-1,Returning,15-30,0.946531153336,2263,3,-1
1812,0-1,1-3,Serving,30-30,0.0457818930041,1944,4,0
1813,1-0,3-1,Returning,30-30,0.954218106996,1944,4,0
1814,0-1,1-3,Serving,30-40,0.0321229050279,1432,5,-1
1815,1-0,3-1,Returning,40-30,0.967877094972,1432,5,1
1816,0-1,1-3,Serving,40-0,0.0796545105566,1042,3,3
1817,1-0,3-1,Returning,0-40,0.920345489443,1042,3,-3
1818,0-1,1-3,Serving,40-15,0.0623885918004,1683,4,2
1819,1-0,3-1,Returning,15-40,0.9376114082,1683,4,-2
1820,0-1,1-3,Serving,40-30,0.0547263681592,1809,5,1
1821,1-0,3-1,Returning,30-40,0.945273631841,1809,5,-1
1822,0-1,1-3,Serving,40-40,0.0419973544974,3024,6,0
1823,1-0,3-1,Returning,40-40,0.958002645503,3024,6,0
1824,0-1,1-3,Serving,40-AD,0.0191881918819,1355,7,-1
1825,1-0,3-1,Returning,AD-40,0.980811808118,1355,7,1
1826,0-1,1-3,Serving,AD-40,0.060551558753,1668,7,1
1827,1-0,3-1,Returning,40-AD,0.939448441247,1668,7,-1
1828,0-1,1-3,Serving,Start of Game,0.04727664929,5563,0,0
1829,1-0,3-1,Returning,Start of Game,0.95272335071,5563,0,0
1830,0-1,1-4,Serving,0-15,0.0179445350734,1226,1,-1
1831,1-0,4-1,Returning,15-0,0.982055464927,1226,1,1
1832,0-1,1-4,Serving,0-30,0.00869565217391,575,2,-2
1833,1-0,4-1,Returning,30-0,0.991304347826,575,2,2
1834,0-1,1-4,Serving,0-40,0.0118577075099,253,3,-3
1835,1-0,4-1,Returning,40-0,0.98814229249,253,3,3
1836,0-1,1-4,Serving,15-0,0.0324585635359,1448,1,1
1837,1-0,4-1,Returning,0-15,0.967541436464,1448,1,-1
1838,0-1,1-4,Serving,15-15,0.027027027027,1258,2,0
1839,1-0,4-1,Returning,15-15,0.972972972973,1258,2,0
1840,0-1,1-4,Serving,15-30,0.0139049826188,863,3,-1
1841,1-0,4-1,Returning,30-15,0.986095017381,863,3,1
1842,0-1,1-4,Serving,15-40,0.00584795321637,513,4,-2
1843,1-0,4-1,Returning,40-15,0.994152046784,513,4,2
1844,0-1,1-4,Serving,30-0,0.0356718192628,841,2,2
1845,1-0,4-1,Returning,0-30,0.964328180737,841,2,-2
1846,0-1,1-4,Serving,30-15,0.0283822138127,1057,3,1
1847,1-0,4-1,Returning,15-30,0.971617786187,1057,3,-1
1848,0-1,1-4,Serving,30-30,0.0266240681576,939,4,0
1849,1-0,4-1,Returning,30-30,0.973375931842,939,4,0
1850,0-1,1-4,Serving,30-40,0.0146412884334,683,5,-1
1851,1-0,4-1,Returning,40-30,0.985358711567,683,5,1
1852,0-1,1-4,Serving,40-0,0.0479041916168,501,3,3
1853,1-0,4-1,Returning,0-40,0.952095808383,501,3,-3
1854,0-1,1-4,Serving,40-15,0.0270618556701,776,4,2
1855,1-0,4-1,Returning,15-40,0.97293814433,776,4,-2
1856,0-1,1-4,Serving,40-30,0.0319270239453,877,5,1
1857,1-0,4-1,Returning,30-40,0.968072976055,877,5,-1
1858,0-1,1-4,Serving,40-40,0.025,1400,6,0
1859,1-0,4-1,Returning,40-40,0.975,1400,6,0
1860,0-1,1-4,Serving,40-AD,0.0131147540984,610,7,-1
1861,1-0,4-1,Returning,AD-40,0.986885245902,610,7,1
1862,0-1,1-4,Serving,AD-40,0.0342639593909,788,7,1
1863,1-0,4-1,Returning,40-AD,0.965736040609,788,7,-1
1864,0-1,1-4,Serving,Start of Game,0.025804038893,2674,0,0
1865,1-0,4-1,Returning,Start of Game,0.974195961107,2674,0,0
1866,0-1,1-5,Serving,0-15,0.000838926174497,1192,1,-1
1867,1-0,5-1,Returning,15-0,0.999161073826,1192,1,1
1868,0-1,1-5,Serving,0-30,0.0017793594306,562,2,-2
1869,1-0,5-1,Returning,30-0,0.998220640569,562,2,2
1870,0-1,1-5,Serving,0-40,0.0,276,3,-3
1871,1-0,5-1,Returning,40-0,1.0,276,3,3
1872,0-1,1-5,Serving,15-0,0.00365497076023,1368,1,1
1873,1-0,5-1,Returning,0-15,0.99634502924,1368,1,-1
1874,0-1,1-5,Serving,15-15,0.0,1246,2,0
1875,1-0,5-1,Returning,15-15,1.0,1246,2,0
1876,0-1,1-5,Serving,15-30,0.00114547537228,873,3,-1
1877,1-0,5-1,Returning,30-15,0.998854524628,873,3,1
1878,0-1,1-5,Serving,15-40,0.0,573,4,-2
1879,1-0,5-1,Returning,40-15,1.0,573,4,2
1880,0-1,1-5,Serving,30-0,0.00665778961385,751,2,2
1881,1-0,5-1,Returning,0-30,0.993342210386,751,2,-2
1882,0-1,1-5,Serving,30-15,0.0,962,3,1
1883,1-0,5-1,Returning,15-30,1.0,962,3,-1
1884,0-1,1-5,Serving,30-30,0.0011655011655,858,4,0
1885,1-0,5-1,Returning,30-30,0.998834498834,858,4,0
1886,0-1,1-5,Serving,30-40,0.00151515151515,660,5,-1
1887,1-0,5-1,Returning,40-30,0.998484848485,660,5,1
1888,0-1,1-5,Serving,40-0,0.0111856823266,447,3,3
1889,1-0,5-1,Returning,0-40,0.988814317673,447,3,-3
1890,0-1,1-5,Serving,40-15,0.00278940027894,717,4,2
1891,1-0,5-1,Returning,15-40,0.997210599721,717,4,-2
1892,0-1,1-5,Serving,40-30,0.0012836970475,779,5,1
1893,1-0,5-1,Returning,30-40,0.998716302953,779,5,-1
1894,0-1,1-5,Serving,40-40,0.00536809815951,1304,6,0
1895,1-0,5-1,Returning,40-40,0.99463190184,1304,6,0
1896,0-1,1-5,Serving,40-AD,0.0016,625,7,-1
1897,1-0,5-1,Returning,AD-40,0.9984,625,7,1
1898,0-1,1-5,Serving,AD-40,0.00899550224888,667,7,1
1899,1-0,5-1,Returning,40-AD,0.991004497751,667,7,-1
1900,0-1,1-5,Serving,Start of Game,0.00234375,2560,0,0
1901,1-0,5-1,Returning,Start of Game,0.99765625,2560,0,0
1902,0-1,2-0,Serving,0-15,0.333674513818,977,1,-1
1903,1-0,0-2,Returning,15-0,0.666325486182,977,1,1
1904,0-1,2-0,Serving,0-30,0.287179487179,390,2,-2
1905,1-0,0-2,Returning,30-0,0.712820512821,390,2,2
1906,0-1,2-0,Serving,0-40,0.236686390533,169,3,-3
1907,1-0,0-2,Returning,40-0,0.763313609467,169,3,3
1908,0-1,2-0,Serving,15-0,0.427135678392,1393,1,1
1909,1-0,0-2,Returning,0-15,0.572864321608,1393,1,-1
1910,0-1,2-0,Serving,15-15,0.389814814815,1080,2,0
1911,1-0,0-2,Returning,15-15,0.610185185185,1080,2,0
1912,0-1,2-0,Serving,15-30,0.324881141046,631,3,-1
1913,1-0,0-2,Returning,30-15,0.675118858954,631,3,1
1914,0-1,2-0,Serving,15-40,0.285333333333,375,4,-2
1915,1-0,0-2,Returning,40-15,0.714666666667,375,4,2
1916,0-1,2-0,Serving,30-0,0.431111111111,900,2,2
1917,1-0,0-2,Returning,0-30,0.568888888889,900,2,-2
1918,0-1,2-0,Serving,30-15,0.422845691383,998,3,1
1919,1-0,0-2,Returning,15-30,0.577154308617,998,3,-1
1920,0-1,2-0,Serving,30-30,0.377717391304,736,4,0
1921,1-0,0-2,Returning,30-30,0.622282608696,736,4,0
1922,0-1,2-0,Serving,30-40,0.31914893617,517,5,-1
1923,1-0,0-2,Returning,40-30,0.68085106383,517,5,1
1924,0-1,2-0,Serving,40-0,0.444055944056,572,3,3
1925,1-0,0-2,Returning,0-40,0.555944055944,572,3,-3
1926,0-1,2-0,Serving,40-15,0.436654366544,813,4,2
1927,1-0,0-2,Returning,15-40,0.563345633456,813,4,-2
1928,0-1,2-0,Serving,40-30,0.420698924731,744,5,1
1929,1-0,0-2,Returning,30-40,0.579301075269,744,5,-1
1930,0-1,2-0,Serving,40-40,0.415454545455,1100,6,0
1931,1-0,0-2,Returning,40-40,0.584545454545,1100,6,0
1932,0-1,2-0,Serving,40-AD,0.340757238307,449,7,-1
1933,1-0,0-2,Returning,AD-40,0.659242761693,449,7,1
1934,0-1,2-0,Serving,AD-40,0.466973886329,651,7,1
1935,1-0,0-2,Returning,40-AD,0.533026113671,651,7,-1
1936,0-1,2-0,Serving,Start of Game,0.388607594937,2370,0,0
1937,1-0,0-2,Returning,Start of Game,0.611392405063,2370,0,0
1938,0-1,2-1,Serving,0-15,0.311455847255,838,1,-1
1939,1-0,1-2,Returning,15-0,0.688544152745,838,1,1
1940,0-1,2-1,Serving,0-30,0.281337047354,359,2,-2
1941,1-0,1-2,Returning,30-0,0.718662952646,359,2,2
1942,0-1,2-1,Serving,0-40,0.216560509554,157,3,-3
1943,1-0,1-2,Returning,40-0,0.783439490446,157,3,3
1944,0-1,2-1,Serving,15-0,0.362068965517,1160,1,1
1945,1-0,1-2,Returning,0-15,0.637931034483,1160,1,-1
1946,0-1,2-1,Serving,15-15,0.337259100642,934,2,0
1947,1-0,1-2,Returning,15-15,0.662740899358,934,2,0
1948,0-1,2-1,Serving,15-30,0.301020408163,588,3,-1
1949,1-0,1-2,Returning,30-15,0.698979591837,588,3,1
1950,0-1,2-1,Serving,15-40,0.21472392638,326,4,-2
1951,1-0,1-2,Returning,40-15,0.78527607362,326,4,2
1952,0-1,2-1,Serving,30-0,0.375886524823,705,2,2
1953,1-0,1-2,Returning,0-30,0.624113475177,705,2,-2
1954,0-1,2-1,Serving,30-15,0.364427860697,804,3,1
1955,1-0,1-2,Returning,15-30,0.635572139303,804,3,-1
1956,0-1,2-1,Serving,30-30,0.334332833583,667,4,0
1957,1-0,1-2,Returning,30-30,0.665667166417,667,4,0
1958,0-1,2-1,Serving,30-40,0.273755656109,442,5,-1
1959,1-0,1-2,Returning,40-30,0.726244343891,442,5,1
1960,0-1,2-1,Serving,40-0,0.39420935412,449,3,3
1961,1-0,1-2,Returning,0-40,0.60579064588,449,3,-3
1962,0-1,2-1,Serving,40-15,0.38679245283,636,4,2
1963,1-0,1-2,Returning,15-40,0.61320754717,636,4,-2
1964,0-1,2-1,Serving,40-30,0.363636363636,671,5,1
1965,1-0,1-2,Returning,30-40,0.636363636364,671,5,-1
1966,0-1,2-1,Serving,40-40,0.30206185567,970,6,0
1967,1-0,1-2,Returning,40-40,0.69793814433,970,6,0
1968,0-1,2-1,Serving,40-AD,0.243967828418,373,7,-1
1969,1-0,1-2,Returning,AD-40,0.756032171582,373,7,1
1970,0-1,2-1,Serving,AD-40,0.338358458961,597,7,1
1971,1-0,1-2,Returning,40-AD,0.661641541039,597,7,-1
1972,0-1,2-1,Serving,Start of Game,0.340840840841,1998,0,0
1973,1-0,1-2,Returning,Start of Game,0.659159159159,1998,0,0
1974,0-1,2-2,Serving,0-15,0.144962406015,3325,1,-1
1975,1-0,2-2,Returning,15-0,0.855037593985,3325,1,1
1976,0-1,2-2,Serving,0-30,0.109826589595,1384,2,-2
1977,1-0,2-2,Returning,30-0,0.890173410405,1384,2,2
1978,0-1,2-2,Serving,0-40,0.0783034257749,613,3,-3
1979,1-0,2-2,Returning,40-0,0.921696574225,613,3,3
1980,0-1,2-2,Serving,15-0,0.225216167303,4973,1,1
1981,1-0,2-2,Returning,0-15,0.774783832697,4973,1,-1
1982,0-1,2-2,Serving,15-15,0.183282208589,3912,2,0
1983,1-0,2-2,Returning,15-15,0.816717791411,3912,2,0
1984,0-1,2-2,Serving,15-30,0.141020145735,2333,3,-1
1985,1-0,2-2,Returning,30-15,0.858979854265,2333,3,1
1986,0-1,2-2,Serving,15-40,0.0933032355154,1329,4,-2
1987,1-0,2-2,Returning,40-15,0.906696764485,1329,4,2
1988,0-1,2-2,Serving,30-0,0.244170552965,3002,2,2
1989,1-0,2-2,Returning,0-30,0.755829447035,3002,2,-2
1990,0-1,2-2,Serving,30-15,0.21032672112,3428,3,1
1991,1-0,2-2,Returning,15-30,0.78967327888,3428,3,-1
1992,0-1,2-2,Serving,30-30,0.181981981982,2775,4,0
1993,1-0,2-2,Returning,30-30,0.818018018018,2775,4,0
1994,0-1,2-2,Serving,30-40,0.117877094972,1790,5,-1
1995,1-0,2-2,Returning,40-30,0.882122905028,1790,5,1
1996,0-1,2-2,Serving,40-0,0.261954261954,1924,3,3
1997,1-0,2-2,Returning,0-40,0.738045738046,1924,3,-3
1998,0-1,2-2,Serving,40-15,0.237486298867,2737,4,2
1999,1-0,2-2,Returning,15-40,0.762513701133,2737,4,-2
2000,0-1,2-2,Serving,40-30,0.209293680297,2690,5,1
2001,1-0,2-2,Returning,30-40,0.790706319703,2690,5,-1
2002,0-1,2-2,Serving,40-40,0.151583146348,4011,6,0
2003,1-0,2-2,Returning,40-40,0.848416853652,4011,6,0
2004,0-1,2-2,Serving,40-AD,0.103841536615,1666,7,-1
2005,1-0,2-2,Returning,AD-40,0.896158463385,1666,7,1
2006,0-1,2-2,Serving,AD-40,0.185738684885,2342,7,1
2007,1-0,2-2,Returning,40-AD,0.814261315115,2342,7,-1
2008,0-1,2-2,Serving,Start of Game,0.19305856833,8298,0,0
2009,1-0,2-2,Returning,Start of Game,0.80694143167,8298,0,0
2010,0-1,2-3,Serving,0-15,0.116527942925,1682,1,-1
2011,1-0,3-2,Returning,15-0,0.883472057075,1682,1,1
2012,0-1,2-3,Serving,0-30,0.0806010928962,732,2,-2
2013,1-0,3-2,Returning,30-0,0.919398907104,732,2,2
2014,0-1,2-3,Serving,0-40,0.0384615384615,338,3,-3
2015,1-0,3-2,Returning,40-0,0.961538461538,338,3,3
2016,0-1,2-3,Serving,15-0,0.183400267738,2241,1,1
2017,1-0,3-2,Returning,0-15,0.816599732262,2241,1,-1
2018,0-1,2-3,Serving,15-15,0.149350649351,1848,2,0
2019,1-0,3-2,Returning,15-15,0.850649350649,1848,2,0
2020,0-1,2-3,Serving,15-30,0.118189438391,1193,3,-1
2021,1-0,3-2,Returning,30-15,0.881810561609,1193,3,1
2022,0-1,2-3,Serving,15-40,0.0661870503597,695,4,-2
2023,1-0,3-2,Returning,40-15,0.93381294964,695,4,2
2024,0-1,2-3,Serving,30-0,0.20253164557,1343,2,2
2025,1-0,3-2,Returning,0-30,0.79746835443,1343,2,-2
2026,0-1,2-3,Serving,30-15,0.172480620155,1548,3,1
2027,1-0,3-2,Returning,15-30,0.827519379845,1548,3,-1
2028,0-1,2-3,Serving,30-30,0.14373088685,1308,4,0
2029,1-0,3-2,Returning,30-30,0.85626911315,1308,4,0
2030,0-1,2-3,Serving,30-40,0.0994708994709,945,5,-1
2031,1-0,3-2,Returning,40-30,0.900529100529,945,5,1
2032,0-1,2-3,Serving,40-0,0.220379146919,844,3,3
2033,1-0,3-2,Returning,0-40,0.779620853081,844,3,-3
2034,0-1,2-3,Serving,40-15,0.193811074919,1228,4,2
2035,1-0,3-2,Returning,15-40,0.806188925081,1228,4,-2
2036,0-1,2-3,Serving,40-30,0.177570093458,1177,5,1
2037,1-0,3-2,Returning,30-40,0.822429906542,1177,5,-1
2038,0-1,2-3,Serving,40-40,0.142998027613,2028,6,0
2039,1-0,3-2,Returning,40-40,0.857001972387,2028,6,0
2040,0-1,2-3,Serving,40-AD,0.102016607355,843,7,-1
2041,1-0,3-2,Returning,AD-40,0.897983392645,843,7,1
2042,0-1,2-3,Serving,AD-40,0.172151898734,1185,7,1
2043,1-0,3-2,Returning,40-AD,0.827848101266,1185,7,-1
2044,0-1,2-3,Serving,Start of Game,0.154728524089,3923,0,0
2045,1-0,3-2,Returning,Start of Game,0.845271475911,3923,0,0
2046,0-1,2-4,Serving,0-15,0.0256087321579,2382,1,-1
2047,1-0,4-2,Returning,15-0,0.974391267842,2382,1,1
2048,0-1,2-4,Serving,0-30,0.0148423005566,1078,2,-2
2049,1-0,4-2,Returning,30-0,0.985157699443,1078,2,2
2050,0-1,2-4,Serving,0-40,0.00408163265306,490,3,-3
2051,1-0,4-2,Returning,40-0,0.995918367347,490,3,3
2052,0-1,2-4,Serving,15-0,0.0476516969489,2917,1,1
2053,1-0,4-2,Returning,0-15,0.952348303051,2917,1,-1
2054,0-1,2-4,Serving,15-15,0.0370224497834,2539,2,0
2055,1-0,4-2,Returning,15-15,0.962977550217,2539,2,0
2056,0-1,2-4,Serving,15-30,0.0212765957447,1692,3,-1
2057,1-0,4-2,Returning,30-15,0.978723404255,1692,3,1
2058,0-1,2-4,Serving,15-40,0.00998003992016,1002,4,-2
2059,1-0,4-2,Returning,40-15,0.99001996008,1002,4,2
2060,0-1,2-4,Serving,30-0,0.0535077288942,1682,2,2
2061,1-0,4-2,Returning,0-30,0.946492271106,1682,2,-2
2062,0-1,2-4,Serving,30-15,0.0483716475096,2088,3,1
2063,1-0,4-2,Returning,15-30,0.95162835249,2088,3,-1
2064,0-1,2-4,Serving,30-30,0.0381679389313,1834,4,0
2065,1-0,4-2,Returning,30-30,0.961832061069,1834,4,0
2066,0-1,2-4,Serving,30-40,0.0162162162162,1295,5,-1
2067,1-0,4-2,Returning,40-30,0.983783783784,1295,5,1
2068,0-1,2-4,Serving,40-0,0.0592808551992,1029,3,3
2069,1-0,4-2,Returning,0-40,0.940719144801,1029,3,-3
2070,0-1,2-4,Serving,40-15,0.0510075566751,1588,4,2
2071,1-0,4-2,Returning,15-40,0.948992443325,1588,4,-2
2072,0-1,2-4,Serving,40-30,0.0525404157044,1732,5,1
2073,1-0,4-2,Returning,30-40,0.947459584296,1732,5,-1
2074,0-1,2-4,Serving,40-40,0.0354838709677,2790,6,0
2075,1-0,4-2,Returning,40-40,0.964516129032,2790,6,0
2076,0-1,2-4,Serving,40-AD,0.0238704177323,1173,7,-1
2077,1-0,4-2,Returning,AD-40,0.976129582268,1173,7,1
2078,0-1,2-4,Serving,AD-40,0.0439084724799,1617,7,1
2079,1-0,4-2,Returning,40-AD,0.95609152752,1617,7,-1
2080,0-1,2-4,Serving,Start of Game,0.0377429703718,5299,0,0
2081,1-0,4-2,Returning,Start of Game,0.962257029628,5299,0,0
2082,0-1,2-5,Serving,0-15,0.00973236009732,1233,1,-1
