,Set Score,Game Score,Serving?,Point Score,% Win,Number of Instances,Points Elapsed,Y
4727,1-1,2-1,Returning,40-40,0.626728110599,2170,6,0
4728,1-1,1-2,Serving,40-AD,0.275462962963,864,7,-1
4729,1-1,2-1,Returning,AD-40,0.724537037037,864,7,1
4730,1-1,1-2,Serving,AD-40,0.43797856049,1306,7,1
4731,1-1,2-1,Returning,40-AD,0.56202143951,1306,7,-1
4732,1-1,1-2,Serving,Start of Game,0.404522613065,4776,0,0
4733,1-1,2-1,Returning,Start of Game,0.595477386935,4776,0,0
4734,1-1,1-3,Serving,0-15,0.111486486486,888,1,-1
4735,1-1,3-1,Returning,15-0,0.888513513514,888,1,1
4736,1-1,1-3,Serving,0-30,0.0773480662983,362,2,-2
4737,1-1,3-1,Returning,30-0,0.922651933702,362,2,2
4738,1-1,1-3,Serving,0-40,0.0714285714286,154,3,-3
4739,1-1,3-1,Returning,40-0,0.928571428571,154,3,3
4740,1-1,1-3,Serving,15-0,0.163469557965,1199,1,1
4741,1-1,3-1,Returning,0-15,0.836530442035,1199,1,-1
4742,1-1,1-3,Serving,15-15,0.128502415459,1035,2,0
4743,1-1,3-1,Returning,15-15,0.871497584541,1035,2,0
4744,1-1,1-3,Serving,15-30,0.0970149253731,670,3,-1
4745,1-1,3-1,Returning,30-15,0.902985074627,670,3,1
4746,1-1,1-3,Serving,15-40,0.0666666666667,360,4,-2
4747,1-1,3-1,Returning,40-15,0.933333333333,360,4,2
4748,1-1,1-3,Serving,30-0,0.194202898551,690,2,2
4749,1-1,3-1,Returning,0-30,0.805797101449,690,2,-2
4750,1-1,1-3,Serving,30-15,0.160421545667,854,3,1
4751,1-1,3-1,Returning,15-30,0.839578454333,854,3,-1
4752,1-1,1-3,Serving,30-30,0.140883977901,724,4,0
4753,1-1,3-1,Returning,30-30,0.859116022099,724,4,0
4754,1-1,1-3,Serving,30-40,0.0916334661355,502,5,-1
4755,1-1,3-1,Returning,40-30,0.908366533865,502,5,1
4756,1-1,1-3,Serving,40-0,0.200488997555,409,3,3
4757,1-1,3-1,Returning,0-40,0.799511002445,409,3,-3
4758,1-1,1-3,Serving,40-15,0.164383561644,657,4,2
4759,1-1,3-1,Returning,15-40,0.835616438356,657,4,-2
4760,1-1,1-3,Serving,40-30,0.158823529412,680,5,1
4761,1-1,3-1,Returning,30-40,0.841176470588,680,5,-1
4762,1-1,1-3,Serving,40-40,0.12537917088,989,6,0
4763,1-1,3-1,Returning,40-40,0.87462082912,989,6,0
4764,1-1,1-3,Serving,40-AD,0.0771028037383,428,7,-1
4765,1-1,3-1,Returning,AD-40,0.922897196262,428,7,1
4766,1-1,1-3,Serving,AD-40,0.162210338681,561,7,1
4767,1-1,3-1,Returning,40-AD,0.837789661319,561,7,-1
4768,1-1,1-3,Serving,Start of Game,0.14135122185,2087,0,0
4769,1-1,3-1,Returning,Start of Game,0.85864877815,2087,0,0
4770,1-1,1-4,Serving,0-15,0.0662251655629,755,1,-1
4771,1-1,4-1,Returning,15-0,0.933774834437,755,1,1
4772,1-1,1-4,Serving,0-30,0.0392749244713,331,2,-2
4773,1-1,4-1,Returning,30-0,0.960725075529,331,2,2
4774,1-1,1-4,Serving,0-40,0.0,135,3,-3
4775,1-1,4-1,Returning,40-0,1.0,135,3,3
4776,1-1,1-4,Serving,15-0,0.0878447395301,979,1,1
4777,1-1,4-1,Returning,0-15,0.91215526047,979,1,-1
4778,1-1,1-4,Serving,15-15,0.0681551116334,851,2,0
4779,1-1,4-1,Returning,15-15,0.931844888367,851,2,0
4780,1-1,1-4,Serving,15-30,0.0546737213404,567,3,-1
4781,1-1,4-1,Returning,30-15,0.94532627866,567,3,1
4782,1-1,1-4,Serving,15-40,0.0202702702703,296,4,-2
4783,1-1,4-1,Returning,40-15,0.97972972973,296,4,2
4784,1-1,1-4,Serving,30-0,0.117753623188,552,2,2
4785,1-1,4-1,Returning,0-30,0.882246376812,552,2,-2
4786,1-1,1-4,Serving,30-15,0.0961262553802,697,3,1
4787,1-1,4-1,Returning,15-30,0.90387374462,697,3,-1
4788,1-1,1-4,Serving,30-30,0.0741350906096,607,4,0
4789,1-1,4-1,Returning,30-30,0.92586490939,607,4,0
4790,1-1,1-4,Serving,30-40,0.021897810219,411,5,-1
4791,1-1,4-1,Returning,40-30,0.978102189781,411,5,1
4792,1-1,1-4,Serving,40-0,0.113432835821,335,3,3
4793,1-1,4-1,Returning,0-40,0.886567164179,335,3,-3
4794,1-1,1-4,Serving,40-15,0.106951871658,561,4,2
4795,1-1,4-1,Returning,15-40,0.893048128342,561,4,-2
4796,1-1,1-4,Serving,40-30,0.113475177305,564,5,1
4797,1-1,4-1,Returning,30-40,0.886524822695,564,5,-1
4798,1-1,1-4,Serving,40-40,0.0790378006873,873,6,0
4799,1-1,4-1,Returning,40-40,0.920962199313,873,6,0
4800,1-1,1-4,Serving,40-AD,0.0536193029491,373,7,-1
4801,1-1,4-1,Returning,AD-40,0.946380697051,373,7,1
4802,1-1,1-4,Serving,AD-40,0.098,500,7,1
4803,1-1,4-1,Returning,40-AD,0.902,500,7,-1
4804,1-1,1-4,Serving,Start of Game,0.078431372549,1734,0,0
4805,1-1,4-1,Returning,Start of Game,0.921568627451,1734,0,0
4806,1-1,1-5,Serving,0-15,0.0025706940874,389,1,-1
4807,1-1,5-1,Returning,15-0,0.997429305913,389,1,1
4808,1-1,1-5,Serving,0-30,0.00571428571429,175,2,-2
4809,1-1,5-1,Returning,30-0,0.994285714286,175,2,2
4810,1-1,1-5,Serving,0-40,0.0,80,3,-3
4811,1-1,5-1,Returning,40-0,1.0,80,3,3
4812,1-1,1-5,Serving,15-0,0.0110375275938,453,1,1
4813,1-1,5-1,Returning,0-15,0.988962472406,453,1,-1
4814,1-1,1-5,Serving,15-15,0.0,423,2,0
4815,1-1,5-1,Returning,15-15,1.0,423,2,0
4816,1-1,1-5,Serving,15-30,0.003367003367,297,3,-1
4817,1-1,5-1,Returning,30-15,0.996632996633,297,3,1
4818,1-1,1-5,Serving,15-40,0.00552486187845,181,4,-2
4819,1-1,5-1,Returning,40-15,0.994475138122,181,4,2
4820,1-1,1-5,Serving,30-0,0.0204918032787,244,2,2
4821,1-1,5-1,Returning,0-30,0.979508196721,244,2,-2
4822,1-1,1-5,Serving,30-15,0.0062893081761,318,3,1
4823,1-1,5-1,Returning,15-30,0.993710691824,318,3,-1
4824,1-1,1-5,Serving,30-30,0.0,287,4,0
4825,1-1,5-1,Returning,30-30,1.0,287,4,0
4826,1-1,1-5,Serving,30-40,0.00469483568075,213,5,-1
4827,1-1,5-1,Returning,40-30,0.995305164319,213,5,1
4828,1-1,1-5,Serving,40-0,0.0205479452055,146,3,3
4829,1-1,5-1,Returning,0-40,0.979452054795,146,3,-3
4830,1-1,1-5,Serving,40-15,0.00833333333333,240,4,2
4831,1-1,5-1,Returning,15-40,0.991666666667,240,4,-2
4832,1-1,1-5,Serving,40-30,0.00380228136882,263,5,1
4833,1-1,5-1,Returning,30-40,0.996197718631,263,5,-1
4834,1-1,1-5,Serving,40-40,0.00477326968974,419,6,0
4835,1-1,5-1,Returning,40-40,0.99522673031,419,6,0
4836,1-1,1-5,Serving,40-AD,0.0,191,7,-1
4837,1-1,5-1,Returning,AD-40,1.0,191,7,1
4838,1-1,1-5,Serving,AD-40,0.00884955752212,226,7,1
4839,1-1,5-1,Returning,40-AD,0.991150442478,226,7,-1
4840,1-1,1-5,Serving,Start of Game,0.00712589073634,842,0,0
4841,1-1,5-1,Returning,Start of Game,0.992874109264,842,0,0
4842,1-1,2-0,Serving,0-15,0.764900662252,604,1,-1
4843,1-1,0-2,Returning,15-0,0.235099337748,604,1,1
4844,1-1,2-0,Serving,0-30,0.717299578059,237,2,-2
4845,1-1,0-2,Returning,30-0,0.282700421941,237,2,2
4846,1-1,2-0,Serving,0-40,0.61797752809,89,3,-3
4847,1-1,0-2,Returning,40-0,0.38202247191,89,3,3
4848,1-1,2-0,Serving,15-0,0.898573692552,1262,1,1
4849,1-1,0-2,Returning,0-15,0.101426307448,1262,1,-1
4850,1-1,2-0,Serving,15-15,0.820754716981,742,2,0
4851,1-1,0-2,Returning,15-15,0.179245283019,742,2,0
4852,1-1,2-0,Serving,15-30,0.77030162413,431,3,-1
4853,1-1,0-2,Returning,30-15,0.22969837587,431,3,1
4854,1-1,2-0,Serving,15-40,0.683417085427,199,4,-2
4855,1-1,0-2,Returning,40-15,0.316582914573,199,4,2
4856,1-1,2-0,Serving,30-0,0.921082299887,887,2,2
4857,1-1,0-2,Returning,0-30,0.0789177001127,887,2,-2
4858,1-1,2-0,Serving,30-15,0.860597439545,703,3,1
4859,1-1,0-2,Returning,15-30,0.139402560455,703,3,-1
4860,1-1,2-0,Serving,30-30,0.810964083176,529,4,0
4861,1-1,0-2,Returning,30-30,0.189035916824,529,4,0
4862,1-1,2-0,Serving,30-40,0.70245398773,326,5,-1
4863,1-1,0-2,Returning,40-30,0.29754601227,326,5,1
4864,1-1,2-0,Serving,40-0,0.93934681182,643,3,3
4865,1-1,0-2,Returning,0-40,0.0606531881804,643,3,-3
4866,1-1,2-0,Serving,40-15,0.901006711409,596,4,2
4867,1-1,0-2,Returning,15-40,0.0989932885906,596,4,-2
4868,1-1,2-0,Serving,40-30,0.87984496124,516,5,1
4869,1-1,0-2,Returning,30-40,0.12015503876,516,5,-1
4870,1-1,2-0,Serving,40-40,0.803751803752,693,6,0
4871,1-1,0-2,Returning,40-40,0.196248196248,693,6,0
4872,1-1,2-0,Serving,40-AD,0.755474452555,274,7,-1
4873,1-1,0-2,Returning,AD-40,0.244525547445,274,7,1
4874,1-1,2-0,Serving,AD-40,0.835322195704,419,7,1
4875,1-1,0-2,Returning,40-AD,0.164677804296,419,7,-1
4876,1-1,2-0,Serving,Start of Game,0.855305466238,1866,0,0
4877,1-1,0-2,Returning,Start of Game,0.144694533762,1866,0,0
4878,1-1,2-1,Serving,0-15,0.683615819209,885,1,-1
4879,1-1,1-2,Returning,15-0,0.316384180791,885,1,1
4880,1-1,2-1,Serving,0-30,0.587719298246,342,2,-2
4881,1-1,1-2,Returning,30-0,0.412280701754,342,2,2
4882,1-1,2-1,Serving,0-40,0.496402877698,139,3,-3
4883,1-1,1-2,Returning,40-0,0.503597122302,139,3,3
4884,1-1,2-1,Serving,15-0,0.816798539257,1643,1,1
4885,1-1,1-2,Returning,0-15,0.183201460743,1643,1,-1
4886,1-1,2-1,Serving,15-15,0.743135518158,1129,2,0
4887,1-1,1-2,Returning,15-15,0.256864481842,1129,2,0
4888,1-1,2-1,Serving,15-30,0.654088050314,636,3,-1
4889,1-1,1-2,Returning,30-15,0.345911949686,636,3,1
4890,1-1,2-1,Serving,15-40,0.58024691358,324,4,-2
4891,1-1,1-2,Returning,40-15,0.41975308642,324,4,2
4892,1-1,2-1,Serving,30-0,0.858088930937,1057,2,2
4893,1-1,1-2,Returning,0-30,0.141911069063,1057,2,-2
4894,1-1,2-1,Serving,30-15,0.812264150943,1060,3,1
4895,1-1,1-2,Returning,15-30,0.187735849057,1060,3,-1
4896,1-1,2-1,Serving,30-30,0.721716514954,769,4,0
4897,1-1,1-2,Returning,30-30,0.278283485046,769,4,0
4898,1-1,2-1,Serving,30-40,0.59793814433,485,5,-1
4899,1-1,1-2,Returning,40-30,0.40206185567,485,5,1
4900,1-1,2-1,Serving,40-0,0.867243867244,693,3,3
4901,1-1,1-2,Returning,0-40,0.132756132756,693,3,-3
4902,1-1,2-1,Serving,40-15,0.844324324324,925,4,2
4903,1-1,1-2,Returning,15-40,0.155675675676,925,4,-2
4904,1-1,2-1,Serving,40-30,0.798675496689,755,5,1
4905,1-1,1-2,Returning,30-40,0.201324503311,755,5,-1
4906,1-1,2-1,Serving,40-40,0.703874538745,1084,6,0
4907,1-1,1-2,Returning,40-40,0.296125461255,1084,6,0
4908,1-1,2-1,Serving,40-AD,0.583732057416,418,7,-1
4909,1-1,1-2,Returning,AD-40,0.416267942584,418,7,1
4910,1-1,2-1,Serving,AD-40,0.779279279279,666,7,1
4911,1-1,1-2,Returning,40-AD,0.220720720721,666,7,-1
4912,1-1,2-1,Serving,Start of Game,0.770174050633,2528,0,0
4913,1-1,1-2,Returning,Start of Game,0.229825949367,2528,0,0
4914,1-1,2-2,Serving,0-15,0.455351056578,1467,1,-1
4915,1-1,2-2,Returning,15-0,0.544648943422,1467,1,1
4916,1-1,2-2,Serving,0-30,0.343434343434,594,2,-2
4917,1-1,2-2,Returning,30-0,0.656565656566,594,2,2
4918,1-1,2-2,Serving,0-40,0.23829787234,235,3,-3
4919,1-1,2-2,Returning,40-0,0.76170212766,235,3,3
4920,1-1,2-2,Serving,15-0,0.548350824588,2668,1,1
4921,1-1,2-2,Returning,0-15,0.451649175412,2668,1,-1
4922,1-1,2-2,Serving,15-15,0.5080472103,1864,2,0
4923,1-1,2-2,Returning,15-15,0.4919527897,1864,2,0
4924,1-1,2-2,Serving,15-30,0.415520628684,1018,3,-1
4925,1-1,2-2,Returning,30-15,0.584479371316,1018,3,1
4926,1-1,2-2,Serving,15-40,0.32044198895,543,4,-2
4927,1-1,2-2,Returning,40-15,0.67955801105,543,4,2
4928,1-1,2-2,Serving,30-0,0.584376863447,1677,2,2
4929,1-1,2-2,Returning,0-30,0.415623136553,1677,2,-2
4930,1-1,2-2,Serving,30-15,0.55781938326,1816,3,1
4931,1-1,2-2,Returning,15-30,0.44218061674,1816,3,-1
4932,1-1,2-2,Serving,30-30,0.48679245283,1325,4,0
4933,1-1,2-2,Returning,30-30,0.51320754717,1325,4,0
4934,1-1,2-2,Serving,30-40,0.388221153846,832,5,-1
4935,1-1,2-2,Returning,40-30,0.611778846154,832,5,1
4936,1-1,2-2,Serving,40-0,0.599437148218,1066,3,3
4937,1-1,2-2,Returning,0-40,0.400562851782,1066,3,-3
4938,1-1,2-2,Serving,40-15,0.595862068966,1450,4,2
4939,1-1,2-2,Returning,15-40,0.404137931034,1450,4,-2
4940,1-1,2-2,Serving,40-30,0.548706240487,1314,5,1
4941,1-1,2-2,Returning,30-40,0.451293759513,1314,5,-1
4942,1-1,2-2,Serving,40-40,0.499231950845,1953,6,0
4943,1-1,2-2,Returning,40-40,0.500768049155,1953,6,0
4944,1-1,2-2,Serving,40-AD,0.412868632708,746,7,-1
4945,1-1,2-2,Returning,AD-40,0.587131367292,746,7,1
4946,1-1,2-2,Serving,AD-40,0.552609776305,1207,7,1
4947,1-1,2-2,Returning,40-AD,0.447390223695,1207,7,-1
4948,1-1,2-2,Serving,Start of Game,0.515232108317,4136,0,0
4949,1-1,2-2,Returning,Start of Game,0.484767891683,4136,0,0
4950,1-1,2-3,Serving,0-15,0.350631136045,1426,1,-1
4951,1-1,3-2,Returning,15-0,0.649368863955,1426,1,1
4952,1-1,2-3,Serving,0-30,0.258467023173,561,2,-2
4953,1-1,3-2,Returning,30-0,0.741532976827,561,2,2
4954,1-1,2-3,Serving,0-40,0.182648401826,219,3,-3
4955,1-1,3-2,Returning,40-0,0.817351598174,219,3,3
4956,1-1,2-3,Serving,15-0,0.444145356662,2229,1,1
4957,1-1,3-2,Returning,0-15,0.555854643338,2229,1,-1
4958,1-1,2-3,Serving,15-15,0.404968226459,1731,2,0
4959,1-1,3-2,Returning,15-15,0.595031773541,1731,2,0
4960,1-1,2-3,Serving,15-30,0.313585291113,979,3,-1
4961,1-1,3-2,Returning,30-15,0.686414708887,979,3,1
4962,1-1,2-3,Serving,15-40,0.204980842912,522,4,-2
4963,1-1,3-2,Returning,40-15,0.795019157088,522,4,2
4964,1-1,2-3,Serving,30-0,0.472487160675,1363,2,2
4965,1-1,3-2,Returning,0-30,0.527512839325,1363,2,-2
4966,1-1,2-3,Serving,30-15,0.448320413437,1548,3,1
4967,1-1,3-2,Returning,15-30,0.551679586563,1548,3,-1
4968,1-1,2-3,Serving,30-30,0.384013900956,1151,4,0
4969,1-1,3-2,Returning,30-30,0.615986099044,1151,4,0
4970,1-1,2-3,Serving,30-40,0.283916083916,715,5,-1
4971,1-1,3-2,Returning,40-30,0.716083916084,715,5,1
4972,1-1,2-3,Serving,40-0,0.493949394939,909,3,3
4973,1-1,3-2,Returning,0-40,0.506050605061,909,3,-3
4974,1-1,2-3,Serving,40-15,0.480062548866,1279,4,2
4975,1-1,3-2,Returning,15-40,0.519937451134,1279,4,-2
4976,1-1,2-3,Serving,40-30,0.430833333333,1200,5,1
4977,1-1,3-2,Returning,30-40,0.569166666667,1200,5,-1
4978,1-1,2-3,Serving,40-40,0.354952830189,1696,6,0
4979,1-1,3-2,Returning,40-40,0.645047169811,1696,6,0
4980,1-1,2-3,Serving,40-AD,0.242290748899,681,7,-1
4981,1-1,3-2,Returning,AD-40,0.757709251101,681,7,1
4982,1-1,2-3,Serving,AD-40,0.430541871921,1015,7,1
4983,1-1,3-2,Returning,40-AD,0.569458128079,1015,7,-1
4984,1-1,2-3,Serving,Start of Game,0.407660738714,3655,0,0
4985,1-1,3-2,Returning,Start of Game,0.592339261286,3655,0,0
4986,1-1,2-4,Serving,0-15,0.094175960347,807,1,-1
4987,1-1,4-2,Returning,15-0,0.905824039653,807,1,1
4988,1-1,2-4,Serving,0-30,0.0828220858896,326,2,-2
4989,1-1,4-2,Returning,30-0,0.91717791411,326,2,2
4990,1-1,2-4,Serving,0-40,0.0529411764706,170,3,-3
4991,1-1,4-2,Returning,40-0,0.947058823529,170,3,3
4992,1-1,2-4,Serving,15-0,0.139693356048,1174,1,1
4993,1-1,4-2,Returning,0-15,0.860306643952,1174,1,-1
4994,1-1,2-4,Serving,15-15,0.107438016529,968,2,0
4995,1-1,4-2,Returning,15-15,0.892561983471,968,2,0
4996,1-1,2-4,Serving,15-30,0.0823970037453,534,3,-1
4997,1-1,4-2,Returning,30-15,0.917602996255,534,3,1
4998,1-1,2-4,Serving,15-40,0.0668789808917,314,4,-2
4999,1-1,4-2,Returning,40-15,0.933121019108,314,4,2
5000,1-1,2-4,Serving,30-0,0.15866084425,687,2,2
5001,1-1,4-2,Returning,0-30,0.84133915575,687,2,-2
5002,1-1,2-4,Serving,30-15,0.133727810651,845,3,1
5003,1-1,4-2,Returning,15-30,0.866272189349,845,3,-1
5004,1-1,2-4,Serving,30-30,0.110447761194,670,4,0
5005,1-1,4-2,Returning,30-30,0.889552238806,670,4,0
5006,1-1,2-4,Serving,30-40,0.080831408776,433,5,-1
5007,1-1,4-2,Returning,40-30,0.919168591224,433,5,1
5008,1-1,2-4,Serving,40-0,0.171296296296,432,3,3
5009,1-1,4-2,Returning,0-40,0.828703703704,432,3,-3
5010,1-1,2-4,Serving,40-15,0.143962848297,646,4,2
5011,1-1,4-2,Returning,15-40,0.856037151703,646,4,-2
5012,1-1,2-4,Serving,40-30,0.132756132756,693,5,1
5013,1-1,4-2,Returning,30-40,0.867243867244,693,5,-1
5014,1-1,2-4,Serving,40-40,0.101917255298,991,6,0
5015,1-1,4-2,Returning,40-40,0.898082744702,991,6,0
5016,1-1,2-4,Serving,40-AD,0.0654911838791,397,7,-1
5017,1-1,4-2,Returning,AD-40,0.934508816121,397,7,1
5018,1-1,2-4,Serving,AD-40,0.126262626263,594,7,1
5019,1-1,4-2,Returning,40-AD,0.873737373737,594,7,-1
5020,1-1,2-4,Serving,Start of Game,0.121150933872,1981,0,0
5021,1-1,4-2,Returning,Start of Game,0.878849066128,1981,0,0
5022,1-1,2-5,Serving,0-15,0.0395913154534,783,1,-1
5023,1-1,5-2,Returning,15-0,0.960408684547,783,1,1
5024,1-1,2-5,Serving,0-30,0.0261627906977,344,2,-2
5025,1-1,5-2,Returning,30-0,0.973837209302,344,2,2
5026,1-1,2-5,Serving,0-40,0.0134228187919,149,3,-3
5027,1-1,5-2,Returning,40-0,0.986577181208,149,3,3
5028,1-1,2-5,Serving,15-0,0.056622851365,989,1,1
5029,1-1,5-2,Returning,0-15,0.943377148635,989,1,-1
5030,1-1,2-5,Serving,15-15,0.046674445741,857,2,0
5031,1-1,5-2,Returning,15-15,0.953325554259,857,2,0
5032,1-1,2-5,Serving,15-30,0.0223463687151,537,3,-1
5033,1-1,5-2,Returning,30-15,0.977653631285,537,3,1
5034,1-1,2-5,Serving,15-40,0.0128617363344,311,4,-2
5035,1-1,5-2,Returning,40-15,0.987138263666,311,4,2
5036,1-1,2-5,Serving,30-0,0.0665499124343,571,2,2
5037,1-1,5-2,Returning,0-30,0.933450087566,571,2,-2
5038,1-1,2-5,Serving,30-15,0.0621621621622,740,3,1
5039,1-1,5-2,Returning,15-30,0.937837837838,740,3,-1
5040,1-1,2-5,Serving,30-30,0.0427631578947,608,4,0
5041,1-1,5-2,Returning,30-30,0.957236842105,608,4,0
5042,1-1,2-5,Serving,30-40,0.0183066361556,437,5,-1
5043,1-1,5-2,Returning,40-30,0.981693363844,437,5,1
5044,1-1,2-5,Serving,40-0,0.0782608695652,345,3,3
5045,1-1,5-2,Returning,0-40,0.921739130435,345,3,-3
5046,1-1,2-5,Serving,40-15,0.0641711229947,561,4,2
5047,1-1,5-2,Returning,15-40,0.935828877005,561,4,-2
5048,1-1,2-5,Serving,40-30,0.0586080586081,546,5,1
5049,1-1,5-2,Returning,30-40,0.941391941392,546,5,-1
5050,1-1,2-5,Serving,40-40,0.0362400906002,883,6,0
5051,1-1,5-2,Returning,40-40,0.9637599094,883,6,0
5052,1-1,2-5,Serving,40-AD,0.0178571428571,336,7,-1
5053,1-1,5-2,Returning,AD-40,0.982142857143,336,7,1
5054,1-1,2-5,Serving,AD-40,0.0481481481481,540,7,1
5055,1-1,5-2,Returning,40-AD,0.951851851852,540,7,-1
5056,1-1,2-5,Serving,Start of Game,0.0490970654628,1772,0,0
5057,1-1,5-2,Returning,Start of Game,0.950902934537,1772,0,0
5058,1-1,3-0,Serving,0-15,0.954545454545,198,1,-1
5059,1-1,0-3,Returning,15-0,0.0454545454545,198,1,1
5060,1-1,3-0,Serving,0-30,0.96875,64,2,-2
5061,1-1,0-3,Returning,30-0,0.03125,64,2,2
5062,1-1,3-0,Serving,0-40,0.944444444444,18,3,-3
5063,1-1,0-3,Returning,40-0,0.0555555555556,18,3,3
5064,1-1,3-0,Serving,15-0,0.967799642218,559,1,1
5065,1-1,0-3,Returning,0-15,0.0322003577818,559,1,-1
5066,1-1,3-0,Serving,15-15,0.953068592058,277,2,0
5067,1-1,0-3,Returning,15-15,0.0469314079422,277,2,0
5068,1-1,3-0,Serving,15-30,0.953488372093,129,3,-1
5069,1-1,0-3,Returning,30-15,0.046511627907,129,3,1
5070,1-1,3-0,Serving,15-40,0.942307692308,52,4,-2
5071,1-1,0-3,Returning,40-15,0.0576923076923,52,4,2
5072,1-1,3-0,Serving,30-0,0.971153846154,416,2,2
5073,1-1,0-3,Returning,0-30,0.0288461538462,416,2,-2
5074,1-1,3-0,Serving,30-15,0.959259259259,270,3,1
5075,1-1,0-3,Returning,15-30,0.0407407407407,270,3,-1
5076,1-1,3-0,Serving,30-30,0.952127659574,188,4,0
5077,1-1,0-3,Returning,30-30,0.0478723404255,188,4,0
5078,1-1,3-0,Serving,30-40,0.916666666667,108,5,-1
5079,1-1,0-3,Returning,40-30,0.0833333333333,108,5,1
5080,1-1,3-0,Serving,40-0,0.973529411765,340,3,3
5081,1-1,0-3,Returning,0-40,0.0264705882353,340,3,-3
5082,1-1,3-0,Serving,40-15,0.974576271186,236,4,2
5083,1-1,0-3,Returning,15-40,0.0254237288136,236,4,-2
5084,1-1,3-0,Serving,40-30,0.978142076503,183,5,1
5085,1-1,0-3,Returning,30-40,0.0218579234973,183,5,-1
5086,1-1,3-0,Serving,40-40,0.943722943723,231,6,0
5087,1-1,0-3,Returning,40-40,0.0562770562771,231,6,0
5088,1-1,3-0,Serving,40-AD,0.929411764706,85,7,-1
5089,1-1,0-3,Returning,AD-40,0.0705882352941,85,7,1
5090,1-1,3-0,Serving,AD-40,0.952054794521,146,7,1
5091,1-1,0-3,Returning,40-AD,0.0479452054795,146,7,-1
5092,1-1,3-0,Serving,Start of Game,0.964332892999,757,0,0
5093,1-1,0-3,Returning,Start of Game,0.0356671070013,757,0,0
5094,1-1,3-1,Serving,0-15,0.799715909091,704,1,-1
5095,1-1,1-3,Returning,15-0,0.200284090909,704,1,1
5096,1-1,3-1,Serving,0-30,0.708771929825,285,2,-2
5097,1-1,1-3,Returning,30-0,0.291228070175,285,2,2
5098,1-1,3-1,Serving,0-40,0.615384615385,104,3,-3
5099,1-1,1-3,Returning,40-0,0.384615384615,104,3,3
5100,1-1,3-1,Serving,15-0,0.888230940044,1351,1,1
5101,1-1,1-3,Returning,0-15,0.111769059956,1351,1,-1
5102,1-1,3-1,Serving,15-15,0.865786578658,909,2,0
5103,1-1,1-3,Returning,15-15,0.134213421342,909,2,0
5104,1-1,3-1,Serving,15-30,0.78125,512,3,-1
5105,1-1,1-3,Returning,30-15,0.21875,512,3,1
5106,1-1,3-1,Serving,15-40,0.65690376569,239,4,-2
5107,1-1,1-3,Returning,40-15,0.34309623431,239,4,2
5108,1-1,3-1,Serving,30-0,0.898954703833,861,2,2
5109,1-1,1-3,Returning,0-30,0.101045296167,861,2,-2
5110,1-1,3-1,Serving,30-15,0.899313501144,874,3,1
5111,1-1,1-3,Returning,15-30,0.100686498856,874,3,-1
5112,1-1,3-1,Serving,30-30,0.849765258216,639,4,0
5113,1-1,1-3,Returning,30-30,0.150234741784,639,4,0
5114,1-1,3-1,Serving,30-40,0.74801061008,377,5,-1
5115,1-1,1-3,Returning,40-30,0.25198938992,377,5,1
5116,1-1,3-1,Serving,40-0,0.90796460177,565,3,3
5117,1-1,1-3,Returning,0-40,0.0920353982301,565,3,-3
5118,1-1,3-1,Serving,40-15,0.916102841678,739,4,2
5119,1-1,1-3,Returning,15-40,0.0838971583221,739,4,-2
5120,1-1,3-1,Serving,40-30,0.892376681614,669,5,1
5121,1-1,1-3,Returning,30-40,0.107623318386,669,5,-1
5122,1-1,3-1,Serving,40-40,0.817894736842,950,6,0
5123,1-1,1-3,Returning,40-40,0.182105263158,950,6,0
5124,1-1,3-1,Serving,40-AD,0.71270718232,362,7,-1
5125,1-1,1-3,Returning,AD-40,0.28729281768,362,7,1
5126,1-1,3-1,Serving,AD-40,0.882653061224,588,7,1
5127,1-1,1-3,Returning,40-AD,0.117346938776,588,7,-1
5128,1-1,3-1,Serving,Start of Game,0.857907542579,2055,0,0
5129,1-1,1-3,Returning,Start of Game,0.142092457421,2055,0,0
5130,1-1,3-2,Serving,0-15,0.709753231492,851,1,-1
5131,1-1,2-3,Returning,15-0,0.290246768508,851,1,1
5132,1-1,3-2,Serving,0-30,0.618343195266,338,2,-2
5133,1-1,2-3,Returning,30-0,0.381656804734,338,2,2
5134,1-1,3-2,Serving,0-40,0.481203007519,133,3,-3
5135,1-1,2-3,Returning,40-0,0.518796992481,133,3,3
5136,1-1,3-2,Serving,15-0,0.842105263158,1444,1,1
5137,1-1,2-3,Returning,0-15,0.157894736842,1444,1,-1
5138,1-1,3-2,Serving,15-15,0.778761061947,1017,2,0
5139,1-1,2-3,Returning,15-15,0.221238938053,1017,2,0
5140,1-1,3-2,Serving,15-30,0.696397941681,583,3,-1
5141,1-1,2-3,Returning,30-15,0.303602058319,583,3,1
5142,1-1,3-2,Serving,15-40,0.600660066007,303,4,-2
5143,1-1,2-3,Returning,40-15,0.399339933993,303,4,2
5144,1-1,3-2,Serving,30-0,0.871276595745,940,2,2
5145,1-1,2-3,Returning,0-30,0.128723404255,940,2,-2
5146,1-1,3-2,Serving,30-15,0.818373812038,947,3,1
5147,1-1,2-3,Returning,15-30,0.181626187962,947,3,-1
5148,1-1,3-2,Serving,30-30,0.765667574932,734,4,0
5149,1-1,2-3,Returning,30-30,0.234332425068,734,4,0
5150,1-1,3-2,Serving,30-40,0.660297239915,471,5,-1
